label,text
offensive language,"I'm a bitch because
My family life is fucked
My love life is fucked
My social life is fucked
Just my outlook on life is fucked"
offensive language,I'm a bitch nigga? :( that hurts my feelings.... And I'm like so serious.
offensive language,I'm a bitch now ? Ok.
offensive language,"I'm a broke hoes dream , rich hoes cream !"
offensive language,I'm a broke hoes dream Rich girls cream !
offensive language,I'm a couple bitches header &#128526; ioeno em &#128514;&#128514;
offensive language,"I'm a dick and you ain't even got ya strap on, pussy"
offensive language,I'm a dope ass nigga n these bitches OD
offensive language,I'm a hoe for that &#128557;&#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;
offensive language,I'm a lady bitch
offensive language,I'm a light skin niggah &#128588;
offensive language,"I'm a made man, y'all pussy niggas in the middle."
offensive language,"I'm a pull up, eat on that pussy, and dip"
offensive language,I'm a purple headed cunt
neither,"I'm a redneck, but without the homophobia and racism"
offensive language,I'm a stretch that pussy out
neither,I'm a sucker for colored eyes &#128532;&#128532;
offensive language,I'm a twat
offensive language,I'm a wigger
offensive language,I'm about to get this bitch a cell mate
offensive language,I'm about to hit a bitch
offensive language,I'm about to jog higher this stupid bitch ass hoe @mf saab1@t_jawad89 @
neither,I'm about to post my Charlie Clips vs Yung ill rap battle review in a few
offensive language,I'm about to push this niggah off my seat trying to squish me and shit
offensive language,"I'm about to spray perfume on your bitch because if I have to look at trash,it might as well smell decent &#9995;"
offensive language,I'm about to start a bad bitch mentoring association bc GIRL YOURE A BAD BITCH DONT LET ANYBODY TELL YA OTHER WISE
offensive language,I'm about to start calling out people and why they do retarded things
offensive language,"I'm addicted to IG, Twitter just my side bitch"
hate speec,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
offensive language,I'm always dumb too a extra slow ass bitch &#128574;&#128530;&#128514;&#128584;&#128553;&#128175;&#128074;
neither,"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?"
offensive language,I'm asking this boy questions like he my bitch
offensive language,I'm at home throwing up taking care of my kid. Yet I'm a hoe? Oh. Oh okay.
offensive language,I'm back bitch
offensive language,I'm back bitches &#128513;&#128513;&#128513;&#128513;
offensive language,I'm back bitches 3d back in effect it's on tonite http://t.co/dpYLQzG1
offensive language,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;
offensive language,I'm beginning to thincc my brother is defiantly into fat Mexican bitches....? Eugh &#128534;
offensive language,I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me
offensive language,"I'm bout to delete you thirsty hoes, all over the same twitter nigga that's a nobody yall look sooo wack"
offensive language,I'm bout to get this bitch a cell mate
offensive language,I'm bout to hop off this hoe they Tryna get on my ass
offensive language,I'm bout to start singing and shit lol hoes going crazy or this nigga August
offensive language,I'm boutta deck this bitch in the face .
offensive language,I'm boutta merk a nigguh
offensive language,I'm bringing booty back. Go ahead and tell them skinny bitches that.
offensive language,I'm busy what I'm tell all hoes who played me to the side .... I'M BUSY
offensive language,"I'm cold as a bitch and don't even need a fleece, and if she a bad bitch tell her drop to yo knees."
offensive language,I'm coming for that no 1 spot nigguh @Nichollsodeon
offensive language,"I'm crazy poke out your eyes, slit yo clit, you give a shit cuz I'm the shit"
offensive language,I'm cute with or without the makeup &amp; eyelashes &#128076;&#128524; y'all bitches depend on that shit
offensive language,I'm dat nigga that these hoes just can't stand... &#127926; B.G
neither,I'm definitely watching that mook/ lux battle today damn it!!!
offensive language,"I'm done crying. I'm done being worried! Ain't no bitch in me, or is stupid written over me"
offensive language,I'm done wit this cheer team all these bitches are Literally BRAIN DEAD.
offensive language,"I'm dracula bitch, don't got a problem smackin a bitch
Kidnap em, attack em with axes n shit"
offensive language,I'm dressing up as an albino one day and scaring the shit out of amaris' mom
offensive language,I'm drunk eat a fucking twat
offensive language,"I'm dry humping hoes tonite bussin on they costume so they man deal wit em later. RT @Me_RonG: Somebody girl gettin fucked tonight"""
offensive language,I'm fasho in that hoe then! RT @BJayBlast: TBRetreat is about to be 21+? I'm in that hoe for real this time!
offensive language,I'm fine af in that hoe
offensive language,I'm finna quit this bitch irratating me frfr I'm sick of this shit let me start job huntin now
neither,I'm finna see the Yankees win a baseball game
offensive language,I'm finna start slapping bitches
offensive language,I'm flexin on these bitches all gold bottles no Bombay
offensive language,I'm flexing on niggas and they bitches
offensive language,"I'm flipping thru the tv saw the bachelor on stooped for a second and all I can say is ""all them hoes garbage"""
offensive language,"I'm from #SouthChicago so I know it's bad but...bitch, it ain't like you live in Englewood! #FOH"
offensive language,"I'm from Long Beach California... so people automatically think I'ma badass, or a bitch.... hahha"
offensive language,I'm fucking around with two bitches but i never made those hoes my mistress
neither,I'm getting sleepy and my phone is acting retarded...
offensive language,I'm getting spanked in fantasy &#128514;&#128514; he beating my by 100 because of this damn New England game &amp; Julian eldman trash http://t.co/bpptg2pSKF
offensive language,I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy
offensive language,I'm glad Ari know to text me or get in contact with me cause I've been calling my bitch all day. I be worried.
offensive language,"I'm glad that after telling me how much of a basic bitch I am, @GreekPharaoh also admitted to being basic. #truefriendsarebasictogether"
offensive language,"I'm glad to see that broads are still into the ""faggot"" look when it comes to picking dudes."
offensive language,I'm glad you hoes ain't my momma
offensive language,"I'm goin big, bitch, suck my dick"
offensive language,I'm going thru it my bitch ain't even my bitch she let the whole team hit
offensive language,I'm going to be an ugly niggah for Halloween so I can just be myself.
neither,"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday."
offensive language,I'm going to punch a bitch if my cleats don't come in&#128544;
hate speec,"I'm going to sell my iPhone and both my Macs, I don't support faggots."
offensive language,"I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"
neither,I'm gonna be ghetto and color over the stain with a sharpie ctfu
offensive language,I'm gonna go ape shit if there is an IF Uchida
offensive language,I'm gonna hoe the shit out of you when we meet again can't wait
offensive language,I'm gonna kill bitches today.
offensive language,I'm hands on when its time ta murk a bitch
offensive language,I'm happily taken tho... &amp; I ain't cheating for none of you hoes.
offensive language,I'm happy I ain't that bitch I use to be
neither,I'm hooked on monkey phonics.
offensive language,I'm in Vegas bitches http://t.co/JgPiw1kDer
neither,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.
offensive language,I'm in my glory bitch &#128130;&#128315; http://t.co/pnOAaWENkv
offensive language,I'm in the cut with my old boys and this bitch asks me to smoke weed with her in a fucking Yaris. The fuck? Lol hell no.
offensive language,"I'm in the zone like the secondary, no lie bitch I'm flier then a pet canary"
offensive language,I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;
offensive language,I'm in this hoe tripppped out people be wildin
neither,I'm jus a trill nicca mane
offensive language,I'm just gonna get my dog to eat a bitch
offensive language,I'm just living my nig....
offensive language,I'm just matching grams wit my fam bitch
offensive language,I'm just not going to be a bitch to you because we don't speak for reasons. It was a decision and it's done and over with why start shit?
offensive language,I'm just on this hoe to laugh
offensive language,I'm just salty bitch
offensive language,I'm just sayin. That's my baby &amp; I already told you bitches.. &#128076;
offensive language,"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges"
neither,I'm just sitting here waiting for twitter to explode once this Yankees game ends
neither,I'm just tryna get to sleep before the birds start getting rowdy.
hate speec,I'm just upset they got faggots on this show
offensive language,I'm known around Tampa as the ugly kid with no hoes
offensive language,I'm lactose and hoe nigga tolerant
offensive language,I'm late as hell....Niggas really hating cuz these hoes want that lightskin dude in jail y'all crazy
offensive language,I'm lifted before I'm stiff out of this bitch
offensive language,I'm like Rashad and I did her like when he found out the ghetto truth about New-New
offensive language,I'm literally about to scream and throw a bitch fit if people don't hurry the fuck up.
hate speec,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
offensive language,"I'm making a t-shirt. It says ""Ke$ha, the white trash slut I wish I was."" for teenage girls with shitty tasted in music."
neither,I'm making pollo a la brasso today
offensive language,I'm mattwho da boy hoe check me out I do some amazing shit
offensive language,I'm naturally bowlegged.. I be trying to stand normal . I think i look deformed while hoes thinking that shit is cute.
offensive language,I'm never gonna be ok with my nigga around alot of bitches while with his boys. Cause I was once that female your boys put you on !!
offensive language,"I'm nice to everyone, but don't let this pretty smile confuse you, because i can turn to bitch in nanoseconds."
offensive language,I'm no man-hoe tho....
offensive language,"I'm no pussy, but ur still a dick."
offensive language,I'm not BROKE &#128080;&#128581;&#128078;&#128164; bitch I'm BLESSED &#128588;&#128591;&#128591;&#128077;&#128077;&#128076;&#9996;&#65039;&#128175;
offensive language,I'm not a ho because I think two men and one woman together is a THREESOME and NOT a TRAIN. #getyamindright
offensive language,I'm not a ho like you. Your body count probably is close to 100
neither,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?"
offensive language,I'm not bouta let no bitch play with none of my family. It don't matter if I fuck with them or not.
offensive language,"I'm not dating anyone right now, I'm giving my pussy a brake."
offensive language,"I'm not defending Ray Rice but that double standard is a bitch, ain't it http://t.co/PlKFb3LNEM"
offensive language,I'm not down to be a side bitch tho &#128075;
neither,I'm not from the ghetto.
offensive language,"I'm not fuckin wit October She on some new shit , bitch cold"
offensive language,I'm not going to chase a dumb bitch
offensive language,I'm not much of a texted get off my nuttz hoe
offensive language,"I'm not particularly shy, but hard for me to break ice with a stranger or in others words I'm a pussy &#128517; haha she was so cute too!"
neither,I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.
offensive language,I'm not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are
offensive language,I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating
offensive language,I'm not the type to fight no bitch over a nigga im the type to say fucc that &amp; take his Bitch &#9995;&#128514;&#128527;
hate speec,"I'm not weird, you're just a faggot"
hate speec,I'm obviously not talking about CoD because that game is for queers.
offensive language,"I'm off work, where the naked hoes and alcohol?"
offensive language,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red""."
neither,I'm okay with rasor talking trash
offensive language,I'm old but my pussy still poppin tho
offensive language,I'm old school I'll smack a bitch
offensive language,I'm on a boat bitch
offensive language,I'm on my fuck that bitch shit
offensive language,"I'm on that good kush and alcohol.. I got some down bitches, but the can crawl"
offensive language,I'm only driving drunk cause this bitch drove me to drink!
offensive language,I'm only on here cause my bitch tripping &#128514;
offensive language,I'm organizing a cease fire between bald headed bitches and weave !
offensive language,"I'm out ""@VandalSavage_: Slipping mollies in the Jell-O RT @80sbaby4life: Cosby out here fucking bitches with pudding pops lmao"""
offensive language,I'm out this bitch
offensive language,"I'm pissed off bitches on my dick but shit my dick soft
CAUSE THE WAY YOU CARRY YOURSELF GOT ME TICKED OFF I ain't tryin to be Rick Ross..."
offensive language,I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens
offensive language,"I'm pretty sure the dmv won't let me take a new pic, but a bitch might accidentally lose my license again where they have to take a new pic"
offensive language,I'm pussy I'm not about this internet life &#128557;&#128532;.
offensive language,I'm pussy whipping these hoes
offensive language,I'm ready to bounce out dis bitch -.-
offensive language,"I'm ready to cry I'm so mad, like me &amp; this bitch gon have to fight."
offensive language,I'm really nice &#128557; but a bitch at times
offensive language,"I'm really not a complete bitch, just socially handicapped &#128587;"
offensive language,I'm retarded hungover and all we had were beers. A lot of beers.
offensive language,"I'm rich bitch 
*said in Dave Chappell voice*"
offensive language,I'm roasting the first one of my niccas who rock them shits!
offensive language,I'm saying though!! &#128514;&#128514;&#128553;&#128553; RT @___bria: all my panties be vs. ion look like these bitches tho
hate speec,I'm seeing more &amp; more niggers migrating further up liberty rd... smh
offensive language,I'm serious bruh! She's too pretty I would eat both her pussy &amp; butt &#128557;
offensive language,"I'm seventeen years old with a government job, ask me if I give two fucks about the next bitch &#128564;"
offensive language,I'm sick and TIRED of #faggot #cages trying to see how long before #Moses kills a #Royal.................. #WorldSeries #barrybonds #jokes
offensive language,"I'm sick and tired of the 'above the fray' crowd, 'they're all the same' crowd, the mushy moderate, the contrarian etc.Wake up pussies. #War"
offensive language,I'm sick as fuck... this shit is for the birds
offensive language,I'm sick of dudes posting videos of them singing on vine. Do that shit in the shower or something fags
offensive language,"I'm sick of niggas lying. I'm sick of bitches hawking. Matter of fact, I'm sick of talking. RIP BIG http://t.co/WQ5YXWgHd9"
offensive language,I'm sick of you hoes for real I got somebody that looks up to me so I ain't bout no pussy shit.
offensive language,I'm sick of you hoes oml
offensive language,"I'm sippin on Patron nigga , my bitch bad to the bone nigga . She fucked up , I'm fucked up , she like "" how we gon get home nigga ? """
offensive language,I'm so excited to hang out with my bitches @CheralynVB @LaurieMcKinley
offensive language,I'm so faded my nigga I'm about to disappear in this bitch
offensive language,I'm so glad I don't wake up lookin like one those Medusa lookin bitches
offensive language,I'm so high high high that a bitch can't blow my high
offensive language,I'm so mad cause hoes think it's funny
offensive language,I'm so mother fucken sexy. I have no time to be a retard.
offensive language,I'm so raw is problem the best song tyga will have anything after that is trash
hate speec,I'm so sick of u niggers...
offensive language,"I'm so tired of this damn job man, I wanna blow this bitch up lol"
offensive language,"I'm sorry but if your costume is a ""naughty school girl"" this yr I will forever consider u a basic bitch. #becreative #followers"
offensive language,I'm sorry but this makes me feel so free. Like a fucking majestic bird. #gotonelessproblemwithoutya http://t.co/EKFOVVcWht
offensive language,I'm sorry but why should I care about what bitch my nigga was fucking w before me
offensive language,I'm sorry.. I'm sorry.. I can't fuc wit u no mo hoe.. and I'm sorry &#128514;
offensive language,I'm starting to act Hollywood round this bitch
hate speec,"I'm starting to not like meek, this nig a lil to arrogant for me"
offensive language,I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.
offensive language,"I'm still mad because this nigga really said ""I got bitches texting me asking me..."" Oh REALLY ? But let me say sum wit that in it &#128175;"
offensive language,I'm still weak off the bitch gettin pissed on lol
offensive language,I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.
offensive language,I'm such a bitch sometimes lol
offensive language,I'm such a bitch to Austin &#128514;&#128514;
neither,I'm such a retard sometimes.
hate speec,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R
offensive language,"I'm surprised I'm still at school tbh, I can be quite the retard at times. I'm either exceptional at a subject or absolute shiteee."
offensive language,I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59
offensive language,I'm thankful for dem big booty hoes doe #realtalk
neither,I'm the biggest redskins dam right now if they get this stop
offensive language,I'm the bitch that a come out n sweats n still have Ya nigga checking for me&#128526;
offensive language,I'm the crazy bitch that will call you 10 times in one hour
offensive language,I'm the gym looking at bitches booty #creeping &#9996;&#65039;
offensive language,I'm the man around dis bitch baby
offensive language,I'm the pull bitch
offensive language,"I'm the real Tony Montana, I got 50 naked bitches on a banana boat"
offensive language,I'm the type of person who act like I don't care to certain reactions but truly I'm a little bitch inside
offensive language,I'm thinking he has low level OCD of some sort.... That or he's just goin full retard... Pretty sure full retard
offensive language,I'm tired of bitches thinking they cool when they ugly. If you're ugly bitch that's all you are is ugly
offensive language,I'm too much of a bitch to say anything about that
offensive language,"I'm too nice to people , but when I finally decide to say something , I'm a bitch . wonderful ."
offensive language,I'm tryna eat steaks n dis hoe wanna eat peanuts!! -- @BIRDMAN5STAR voice
offensive language,"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup"
offensive language,I'm tryna turn M's to B's innis bitch and I ain't never paid to be wit no bitch!
offensive language,I'm turning into a heartless bitch.
offensive language,I'm up and at it before the birds wake up so you can't tell me shit.
offensive language,I'm up bored denna bitch
offensive language,I'm up hoe
offensive language,I'm use to these hoes don't play
offensive language,I'm with 3 bitches &amp; 2 of em mix
offensive language,I'm with another nigga bitch &#128514;&#128514;
offensive language,I'm.a be even pretty &#128129; julisa work magic on bitches .. Lol i keep stalking her IG to see how perfect I want my braids... Its hard to pick!!
offensive language,"I'mma go with #6.

Cuz them Scream bitches STAYED getting knocked over an shit. Fuck them pussies. Without surprise they shitty."
offensive language,I've been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep
offensive language,I've been tryin to tell niggas RT @_nicarrag Lesbian porn have the finest bitches
offensive language,I've eaten six packs of hello kitty fruit snacks today because I can bitch I'm an adult.
neither,I've got a birds eye view of all the secrets you keep.
offensive language,I've got everybody Skurting these hoes &#128514;&#128514;&#128514;&#128514;&#9995;
neither,"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets"
offensive language,I've never felt this comfortable around a crazy in my life. Ole cool crazy ass bitch. This my nigga right here.
neither,I've never had a Twinkie.
offensive language,"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired"
neither,I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.
neither,I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;
offensive language,I've seen every episode of scrubs ever. Sense the first episode niggah!!
offensive language,I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it
offensive language,"I, I see some hoes in hurrrr"
neither,"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place."
offensive language,IG be the bid bitches an these dumb ass faces lol
offensive language,IM our here filling these hoes jaw side
neither,ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet
neither,"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet"
neither,ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ
offensive language,Ian watch Maury in so long ..Maury wear jeans on the show now.. I guess he like f**k I need to dress up for these ghetto ass ppl anymore
offensive language,Ibuki&#180;s shaved pussy fingered and fucked before her tight little rosebud of an ass is&#160;destroyed http://t.co/kPxRSZVD9K
offensive language,Id light that bitch on fire starting with that ratchet ass weave
offensive language,"Id make you look like an absolute pussy, because you're too scared to say anything to my face hahahahahaha"
offensive language,Id rather be your niggah
offensive language,Idc I eat the pussy &#128513;
offensive language,Idc about none of these bitches .
offensive language,Idgaf I have my coon moments
offensive language,"Idgaf about someone havin a cure,let this bitch burn"
offensive language,Idgaf about these money hungry bitches
offensive language,"Idgaf about you flat chested hoes feelings either, you a grown ass man nigga."
offensive language,Idgaf about you regardless bitch you got me all day.
offensive language,"Idgaf about you, or ya mens, ya bitch, none of these bitches. Y'all all can fuck off for all i care."
offensive language,Idgaf if it's 3pm in the afternoon bitch make my pancakes!
offensive language,"Idgaf if that's sounds illogical, this Twitter bitch."
offensive language,Idgaf what anyone say. GAMBLING IS STUPID. like if you constantly bitch about not having money why tf would you go to a casino?
offensive language,"Idgaf what u do to get it long as u go hard in that. Sell drugs, credit cards, checks, strip, sell pussy, whatever. Jst dn't b half-assed!"
neither,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail
offensive language,"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga"
offensive language,Idk bro &#8220;@JactionJ: a bunch of hoes really doesn't compare to having that one faithful girl bruh&#8221;
offensive language,Idk how I have friends I'm so blunt and sarcastic people probably think I'm a raging bitch.
offensive language,Idk how bitches trust other bitches sooo easily. I still have the same friends.
offensive language,Idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that. Struggle hoe.
offensive language,Idk what's worse then a broke hoe with potential
offensive language,Idk where this nigga jus went but he better find me some food before I become a real life bitch&#128530;
offensive language,"Idk who tf Roro &amp; Sophie are, but I'm glad they got bitches twerkin for the vine in they whips"
offensive language,Idk why bitches think they players lol bitches have zero game
offensive language,Idont want a Bestfriend Boyfriend homeboy nor homegirl... fuck all yall bitches ctfu idc idc
offensive language,If @IamShady_ didn't know I love your coon ass cuz &#128514;&#128514;&#128514;
offensive language,If @UnLike_Society post 1 more pic of his waves I'm bringing my S-Curl back on these hoes for the 2014
neither,"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!"
offensive language,"If Bradley Cooper wins an #Oscar before Ryan Gosling does, imma cut a bitch."
offensive language,If California Chrome doesn't go off at even money or better I might flip a trash can over I mean damn can I get 6-5? Oh the humanity!
offensive language,"If Dirty D was still around I wonder how many of you younger guys he would call a ""disrespectful son of a bitch"""
offensive language,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry
offensive language,"If Drew Stubbs were a pimp, he couldn't even hit a hoe."
offensive language,"If I become president, everybody's on lockdown. I'm gonna run this bitch like a penitentiary."
offensive language,If I called you a bitCh then you'd prolly hate me .. If I called you a bad bitch then you'll prolly thank me!
offensive language,If I can't make no money off of you then bitch I don't even want to you.
offensive language,If I don't like that hoe I turn her ass into a frisbee
offensive language,If I don't unwrap a big booty hoe today i'm going rio be outraged.
offensive language,If I ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch
neither,"If I ever committ a crime, you can cite LVL as being the sole influence."
offensive language,"If I ever saw Kendall Jones in person, Id kill her on sight. I hate that bitch more than anything in life."
offensive language,If I fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him
offensive language,If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes
offensive language,"If I had hair, I would seriously go for a perm now. Genetics is a stone cold bitch."
offensive language,If I hit you w/ that shotty bitch I bet that body flip
offensive language,"If I hold the door open for you, bitch you BETTA say thank you or imma slam the door in ya back."
offensive language,"If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"
offensive language,"If I respect you, I demand your respect back. If you think you can be a bitch, I can be an even bigger one. Bring it"
offensive language,If I see another bitch with a rolly bag ima diesel that bitch
offensive language,If I smoke with ya bitch its over
offensive language,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy
offensive language,"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack."
neither,If I were a kid today...Michelle Obama's lunch would wind up in the trash can
offensive language,"If I were born black; 
I would have tons of kids, never work, get lots of free stuff &amp; bitch about it! 
Thank God I wasn't~What a DRAG I'd B"
offensive language,"If I wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;"
neither,"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast."
offensive language,If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.
offensive language,"If I've never seen her do some ""hoe"" shit with my own eyes then I refuse to let another nigga influence my thoughts on her. So what?"
offensive language,If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.
neither,"If Temple beats Rutgers today, I will be a happy clam."
offensive language,If a bitch annoying she getting left.
offensive language,"If a bitch bit my dick, I'd probably beat the shit out of her."
offensive language,If a bitch choosin let her choose lmao that is all !
offensive language,"If a bitch don't like me, sumthin wrong wit da bitch"
offensive language,If a bitch don't taste her own &#128573; you shouldn't even dare eat it &#128567;
offensive language,"If a bitch has to fuss &amp;&amp;fight over a niggah thats hugged up &amp;&amp; ,boo'd up w the next bitch , clearly doesnt gaf bout u"
offensive language,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna
offensive language,If a bitch makes u moan during sex she owns your soul. &#128175;
offensive language,If a chick wants me to eat her pussy then leave I'll accept gladly. Lol
offensive language,If a cute bitch fucks with a lame nigga she automatically becomes 10 times less attractive in my eyes
offensive language,"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A"
offensive language,If a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... All deez niggas here corny asl
offensive language,If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch
offensive language,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;
hate speec,"If a spic ever talks to a white person and the white person kills them, it's self defense."
offensive language,If a teacher gave me some pussy in elementary school I got to tell somebody.
offensive language,"If a teacher tried to throw me some pussy when I was in school, nigga I ain't sayin shit"
offensive language,If anxiety was a person I'd kill that bitch so fuckin fast.
offensive language,If anyone ever gets an attitude or w e with me idgaf who it is I am going to be a bitch right back &#128076;&#128076;
neither,If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;
offensive language,"If anything I've ever said has offended you, that's a YOU problem not a me problem. Don't be such a little bitch."
offensive language,"If eating the pussy makes you happy, I'm all for it. :)"
neither,"If ever sports seemed scripted , this ending to this Yankee game proved it"
offensive language,"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised.."
offensive language,"If her bio says ""Only God can judge me"" she's a hoe."
offensive language,If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?
offensive language,If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit
offensive language,If i fucked her i know every niggah want her.
offensive language,"If i straighten my hair, it's gonna be long and the hoes gonna hate &#128553;&#128514;&#128514;"
offensive language,If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see
neither,If i wasn't a Yankee fan i probably would be a SF Giants fan LOL
offensive language,"If it wasn't for this blanket, my nips would be harder than the search for Anne Frank.."
offensive language,If joining the army gets you bitches then to the army I go.
offensive language,"If luke hemmings really thinks they're trash, I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT"
offensive language,"If my anger materialized, it would be a fucking atom bomb to blow this bitch up."
offensive language,"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute."
offensive language,If my bitch wear a bacon bra....im taking that ass to funky town
offensive language,If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.
offensive language,If my tweets hit too close to home why you subbing me lil stupid ass bitch? Check Ya own fucking self issues lil bitch.
offensive language,"If not for GZ, #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was..."
offensive language,If not then you are a coward and afraid showing you have no faith..Just another devils bitch...
neither,If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis
offensive language,If only everyone knew the real you...fakest bitch I know
offensive language,If only my new local mall wasn't so ghetto
offensive language,If only you bitches REALLY knew
offensive language,If pussy lips could talk ill go down there like it's whispering
offensive language,If she a hoe I'm a hoe.
offensive language,If she a hoe on social media she a hoe in real life too
offensive language,If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material
offensive language,"If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking #TrustIssues"
offensive language,If she dont appreciate that and say yes. The bitch aint real.
offensive language,If she hates being kissed in the mouth she a hoe.Tell me different.
offensive language,"If she know yo name way before you meet her, then dat bitch a EATTA!"
offensive language,"If she makes a good sandwhich and she give a good blowy, wife dat hoe up. That way you can eat while she eatting"
offensive language,If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0
offensive language,"If she'll tell you she's a ""badd bitch"" then listen.

She's bad for your health!"
hate speec,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
hate speec,If someone is part of 'James X' then he's a white trash cultist.
neither,"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E"
offensive language,"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it."
offensive language,"If that pussy don't come with head, I don't want it!!"
